timestamp,frame_number,time_seconds,object_class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_center_x,bbox_center_y
2025-10-09 14:43:29,12,0.41,traffic light,0.623,689.2,142.8,707.4,178.9,18.2,36.1,698.3,160.9
2025-10-09 14:43:29,12,0.41,person,0.6,822.3,234.3,840.9,295.5,18.6,61.1,831.6,264.9
2025-10-09 14:43:29,12,0.41,person,0.563,753.9,233.3,773.9,290.3,20.0,56.9,763.9,261.8
2025-10-09 14:43:29,12,0.41,car,0.55,112.9,235.0,277.7,304.6,164.8,69.6,195.3,269.8
2025-10-09 14:43:29,12,0.41,person,0.504,791.6,240.2,808.5,294.1,17.0,53.9,800.0,267.2
2025-10-09 14:43:29,13,0.45,car,0.895,0.1,226.9,95.1,330.7,95.0,103.7,47.6,278.8
2025-10-09 14:43:29,13,0.45,car,0.888,145.9,237.8,360.8,345.7,214.9,107.9,253.4,291.7
2025-10-09 14:43:29,13,0.45,car,0.831,461.8,246.7,562.2,306.1,100.4,59.4,512.0,276.4
2025-10-09 14:43:29,13,0.45,car,0.809,548.8,247.4,617.8,301.1,69.0,53.7,583.3,274.3
2025-10-09 14:43:29,13,0.45,car,0.768,613.0,257.1,672.0,297.3,59.0,40.2,642.5,277.2
2025-10-09 14:43:29,13,0.45,car,0.734,277.6,221.5,392.3,306.5,114.7,85.0,335.0,264.0
2025-10-09 14:43:29,13,0.45,car,0.712,386.4,248.3,445.0,294.5,58.6,46.2,415.7,271.4
2025-10-09 14:43:29,13,0.45,car,0.699,107.7,239.6,194.5,305.0,86.8,65.3,151.1,272.3
2025-10-09 14:43:29,13,0.45,car,0.691,432.6,245.7,497.2,298.3,64.6,52.6,464.9,272.0
2025-10-09 14:43:29,13,0.45,traffic light,0.619,689.1,142.9,707.4,179.0,18.2,36.1,698.2,161.0
2025-10-09 14:43:29,13,0.45,person,0.609,822.3,234.1,841.1,295.5,18.8,61.4,831.7,264.8
2025-10-09 14:43:29,13,0.45,person,0.556,753.9,233.5,773.7,290.2,19.8,56.7,763.8,261.9
2025-10-09 14:43:29,14,0.48,car,0.908,138.7,237.8,355.4,346.7,216.8,109.0,247.1,292.3
2025-10-09 14:43:29,14,0.48,car,0.884,0.1,226.0,89.5,331.5,89.4,105.4,44.8,278.7
2025-10-09 14:43:29,14,0.48,car,0.823,460.0,246.8,560.8,306.0,100.9,59.3,510.4,276.4
2025-10-09 14:43:29,14,0.48,car,0.81,547.8,247.3,616.7,301.1,68.9,53.8,582.3,274.2
2025-10-09 14:43:29,14,0.48,car,0.77,612.2,257.1,671.9,297.4,59.8,40.3,642.1,277.3
2025-10-09 14:43:29,14,0.48,car,0.762,279.2,221.3,390.2,306.8,111.1,85.5,334.7,264.1
2025-10-09 14:43:29,14,0.48,car,0.737,386.6,248.0,443.9,294.8,57.3,46.8,415.2,271.4
2025-10-09 14:43:29,14,0.48,car,0.718,100.8,239.5,188.5,305.0,87.6,65.5,144.7,272.3
2025-10-09 14:43:29,14,0.48,car,0.643,430.0,246.9,499.6,301.6,69.6,54.7,464.8,274.2
2025-10-09 14:43:29,14,0.48,traffic light,0.62,689.1,142.9,707.4,179.0,18.3,36.1,698.2,160.9
2025-10-09 14:43:29,14,0.48,person,0.6,822.3,234.1,841.2,295.6,18.9,61.6,831.7,264.8
2025-10-09 14:43:29,14,0.48,person,0.552,753.8,233.4,773.8,290.3,19.9,56.9,763.8,261.9
2025-10-09 14:43:29,15,0.52,car,0.9,131.0,238.0,350.2,348.0,219.2,110.0,240.6,293.0
2025-10-09 14:43:29,15,0.52,car,0.871,0.3,227.4,82.9,332.5,82.6,105.0,41.6,280.0
2025-10-09 14:43:29,15,0.52,car,0.831,457.6,247.6,557.2,306.4,99.6,58.8,507.4,277.0
2025-10-09 14:43:29,15,0.52,car,0.801,547.1,247.2,616.2,301.2,69.1,54.0,581.6,274.2
2025-10-09 14:43:29,15,0.52,car,0.784,97.1,237.4,185.5,304.6,88.3,67.2,141.3,271.0
2025-10-09 14:43:29,15,0.52,car,0.758,612.0,257.0,672.1,297.5,60.1,40.5,642.1,277.3
2025-10-09 14:43:29,15,0.52,car,0.745,271.7,222.6,388.0,307.1,116.3,84.5,329.9,264.9
2025-10-09 14:43:29,15,0.52,car,0.684,384.2,247.6,443.9,296.1,59.7,48.5,414.0,271.9
2025-10-09 14:43:29,15,0.52,traffic light,0.623,689.1,142.9,707.3,178.9,18.2,36.0,698.2,160.9
2025-10-09 14:43:29,15,0.52,person,0.603,822.2,234.1,841.1,295.6,18.8,61.5,831.7,264.9
2025-10-09 14:43:29,15,0.52,car,0.599,428.0,247.5,494.8,298.9,66.8,51.4,461.4,273.2
2025-10-09 14:43:29,15,0.52,person,0.557,790.8,239.6,809.0,294.6,18.2,55.0,799.9,267.1
2025-10-09 14:43:29,15,0.52,person,0.553,753.8,233.4,773.6,290.1,19.8,56.7,763.7,261.8
2025-10-09 14:43:29,16,0.55,car,0.903,123.1,237.9,347.8,349.8,224.7,111.9,235.5,293.9
2025-10-09 14:43:29,16,0.55,car,0.871,0.3,228.3,78.7,333.6,78.4,105.3,39.5,281.0
2025-10-09 14:43:29,16,0.55,car,0.855,456.6,248.4,553.8,306.3,97.2,57.9,505.2,277.4
2025-10-09 14:43:29,16,0.55,car,0.816,546.1,247.3,615.7,301.5,69.6,54.2,580.9,274.4
2025-10-09 14:43:29,16,0.55,car,0.8,89.4,237.3,187.1,305.2,97.7,67.9,138.3,271.3
2025-10-09 14:43:29,16,0.55,car,0.79,269.0,223.9,385.2,307.6,116.2,83.7,327.1,265.7
2025-10-09 14:43:29,16,0.55,car,0.743,611.6,257.0,672.0,297.5,60.4,40.5,641.8,277.3
2025-10-09 14:43:29,16,0.55,car,0.714,428.3,248.0,495.4,298.9,67.2,50.9,461.9,273.4
2025-10-09 14:43:29,16,0.55,car,0.692,383.9,248.9,441.5,296.2,57.6,47.3,412.7,272.5
2025-10-09 14:43:29,16,0.55,traffic light,0.607,689.2,142.9,707.3,178.8,18.2,35.9,698.3,160.9
2025-10-09 14:43:29,16,0.55,person,0.605,822.2,234.7,841.0,295.7,18.8,61.0,831.6,265.2
2025-10-09 14:43:29,16,0.55,person,0.559,790.5,239.1,808.9,294.8,18.4,55.7,799.7,266.9
2025-10-09 14:43:29,16,0.55,person,0.553,753.8,233.5,773.6,290.2,19.9,56.7,763.7,261.8
2025-10-09 14:43:29,17,0.59,car,0.899,0.1,228.0,72.5,333.7,72.4,105.6,36.3,280.8
2025-10-09 14:43:29,17,0.59,car,0.885,116.3,237.5,342.6,351.6,226.2,114.0,229.4,294.5
2025-10-09 14:43:29,17,0.59,car,0.858,456.2,248.4,551.5,306.5,95.3,58.1,503.9,277.5
2025-10-09 14:43:29,17,0.59,car,0.853,83.6,237.5,181.1,304.7,97.5,67.2,132.4,271.1
2025-10-09 14:43:29,17,0.59,car,0.842,546.0,247.2,615.1,301.6,69.1,54.4,580.5,274.4
2025-10-09 14:43:29,17,0.59,car,0.815,266.4,223.6,384.1,307.5,117.7,84.0,325.2,265.6
2025-10-09 14:43:29,17,0.59,car,0.734,611.0,256.9,672.0,297.5,61.0,40.6,641.5,277.2
2025-10-09 14:43:29,17,0.59,car,0.667,381.4,248.6,439.6,296.5,58.2,47.8,410.5,272.5
2025-10-09 14:43:29,17,0.59,car,0.659,424.7,248.0,494.4,298.9,69.6,50.9,459.6,273.5
2025-10-09 14:43:29,17,0.59,person,0.616,822.1,234.8,841.0,295.7,18.8,60.9,831.5,265.3
2025-10-09 14:43:29,17,0.59,traffic light,0.612,689.2,142.9,707.3,178.8,18.2,35.9,698.3,160.9
2025-10-09 14:43:29,17,0.59,person,0.552,790.5,239.3,808.7,294.9,18.2,55.6,799.6,267.1
2025-10-09 14:43:29,17,0.59,person,0.551,753.8,233.6,773.6,290.2,19.9,56.6,763.7,261.9
2025-10-09 14:43:29,18,0.62,car,0.885,109.3,237.9,338.0,351.0,228.7,113.2,223.6,294.4
2025-10-09 14:43:29,18,0.62,car,0.874,455.0,248.6,551.7,306.6,96.6,58.0,503.4,277.6
2025-10-09 14:43:29,18,0.62,car,0.855,0.0,228.4,68.0,334.1,68.0,105.7,34.0,281.3
2025-10-09 14:43:29,18,0.62,car,0.847,545.8,247.5,614.2,301.4,68.4,54.0,580.0,274.5
2025-10-09 14:43:29,18,0.62,car,0.829,262.4,224.1,382.5,307.0,120.1,83.0,322.5,265.6
2025-10-09 14:43:29,18,0.62,car,0.807,75.5,236.9,174.4,304.9,98.9,68.0,125.0,270.9
2025-10-09 14:43:29,18,0.62,car,0.728,609.9,257.0,671.9,297.4,62.0,40.4,640.9,277.2
2025-10-09 14:43:29,18,0.62,car,0.651,378.9,247.3,436.9,294.6,58.0,47.3,407.9,271.0
2025-10-09 14:43:29,18,0.62,car,0.63,423.8,247.7,493.3,298.8,69.5,51.2,458.6,273.3
2025-10-09 14:43:29,18,0.62,person,0.611,822.2,234.7,841.1,295.6,18.8,60.9,831.6,265.2
2025-10-09 14:43:29,18,0.62,traffic light,0.602,689.1,142.9,707.4,178.7,18.2,35.9,698.3,160.8
2025-10-09 14:43:29,18,0.62,person,0.576,790.4,239.2,808.7,295.2,18.3,56.0,799.5,267.2
2025-10-09 14:43:29,18,0.62,person,0.557,753.7,233.6,773.6,290.4,19.9,56.8,763.7,262.0
